"species","order","family","fullCodeSuitable","fullCodeMarginal","fullCodeUnknown","briefCode"
"Molossus verrilli","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Mops bakarii","CHIROPTERA","MOLOSSIDAE","14.3,14.5,1.6",NA,NA,"14,1"
"Mops brachypterus","CHIROPTERA","MOLOSSIDAE","1.5,1.6",NA,NA,"1"
"Mops condylurus","CHIROPTERA","MOLOSSIDAE","2.1,2.2","2.1,2.2","14.5","14,2"
"Mops congicus","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Mops demonstrator","CHIROPTERA","MOLOSSIDAE","2.1,2.2",NA,NA,"2"
"Mops leucostigma","CHIROPTERA","MOLOSSIDAE","14.5,1.5,1.6,7.2",NA,NA,"14,1,7"
"Mops midas","CHIROPTERA","MOLOSSIDAE","14.5,1.5,2.1,2.2","14.5,1.5,2.1,2.2",NA,"14,1,2,8"
"Mops mops","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Mops nanulus","CHIROPTERA","MOLOSSIDAE","1.5,1.6","1.5,1.6",NA,"14,1"
"Mops niangarae","CHIROPTERA","MOLOSSIDAE","18",NA,NA,"18"
"Mops niveiventer","CHIROPTERA","MOLOSSIDAE","2.1",NA,NA,"2"
"Mops petersoni","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Mops sarasinorum","CHIROPTERA","MOLOSSIDAE","1.6","1.6",NA,"14,1"
"Mops spurrelli","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Mops thersites","CHIROPTERA","MOLOSSIDAE","1.5,1.6","1.5,1.6",NA,"14,1"
"Mops trevori","CHIROPTERA","MOLOSSIDAE","1.5,2.2",NA,NA,"1,2"
"Mormopterus acetabulosus","CHIROPTERA","MOLOSSIDAE","1.6,3.5,3.6,7.1,7.2",NA,NA,"1,3,7"
"Mormopterus doriae","CHIROPTERA","MOLOSSIDAE","18",NA,NA,"18"
"Mormopterus francoismoutoui","CHIROPTERA","MOLOSSIDAE","14.5,14.6,6",NA,NA,"14,6"
"Mormopterus jugularis","CHIROPTERA","MOLOSSIDAE","14.2,14.3,14.5,14.6,1.5,1.6,6,7.1",NA,NA,"14,1,6,7"
"Mormopterus kalinowskii","CHIROPTERA","MOLOSSIDAE","3.5,7.1","3.5,7.1",NA,"14,3,7"
"Mormopterus minutus","CHIROPTERA","MOLOSSIDAE","1.5","1.5",NA,"14,1"
"Mormopterus phrudus","CHIROPTERA","MOLOSSIDAE","1.9,7.1",NA,NA,"1,7"
"Myopterus daubentonii","CHIROPTERA","MOLOSSIDAE","1.5,2.1",NA,NA,"1,2"
"Myopterus whitleyi","CHIROPTERA","MOLOSSIDAE","1.6",NA,"14.3","14,1"
"Neoplatymops mattogrossensis","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Nyctinomops aurispinosus","CHIROPTERA","MOLOSSIDAE","1.5,1.6,1.9,7.1","1.5,1.6,1.9,7.1",NA,"14,1,7"
"Nyctinomops femorosaccus","CHIROPTERA","MOLOSSIDAE","14.5,6,7.1",NA,NA,"14,6,7"
"Nyctinomops laticaudatus","CHIROPTERA","MOLOSSIDAE","14.5,14.6,1.5,1.6",NA,NA,"14,1"
"Nyctinomops macrotis","CHIROPTERA","MOLOSSIDAE","1.4,1.5,1.6","1.4,1.5,1.6",NA,"1,14"
"Otomops formosus","CHIROPTERA","MOLOSSIDAE","18",NA,NA,"18"
"Otomops harrisoni","CHIROPTERA","MOLOSSIDAE","14.1,14.2,1.5,1.9,2.1",NA,NA,"14,1,2"
"Otomops johnstonei","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Otomops madagascariensis","CHIROPTERA","MOLOSSIDAE","14.6,1.5,7.1",NA,NA,"14,1,7"
"Otomops martiensseni","CHIROPTERA","MOLOSSIDAE","14.1,14.3,14.4,14.5,1.5,1.6,1.9,2.1",NA,"14.2,2.2","14,1,2"
"Otomops papuensis","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Otomops secundus","CHIROPTERA","MOLOSSIDAE","1.6,1.9","1.6,1.9",NA,"14,1"
"Otomops wroughtoni","CHIROPTERA","MOLOSSIDAE","1.6,7.1",NA,NA,"1,7"
"Ozimops beccarii","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Ozimops cobourgianus","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Ozimops halli","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Ozimops kitcheneri","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Ozimops loriae","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Ozimops lumsdenae","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Ozimops petersi","CHIROPTERA","MOLOSSIDAE","14.1,14.2,3.4,4.4,5.2,8.2",NA,NA,"14,3,4,5,8"
"Ozimops planiceps","CHIROPTERA","MOLOSSIDAE","1.4,14.3,3.4","1.4,14.3,3.4",NA,"1,14,3"
"Ozimops ridei","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Platymops setiger","CHIROPTERA","MOLOSSIDAE","2.1,6",NA,NA,"2,6"
"Promops centralis","CHIROPTERA","MOLOSSIDAE","1.5,1.6",NA,"18","1,18"
"Promops davisoni","CHIROPTERA","MOLOSSIDAE","1.5",NA,NA,"1"
"Promops nasutus","CHIROPTERA","MOLOSSIDAE",NA,NA,"18","18"
"Sauromys petrophilus","CHIROPTERA","MOLOSSIDAE","2.1,3.8,6",NA,NA,"2,3,6"
"Setirostris eleryi","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Tadarida aegyptiaca","CHIROPTERA","MOLOSSIDAE","2.1,2.2,3.5,3.6",NA,NA,"2,3"
"Tadarida brasiliensis","CHIROPTERA","MOLOSSIDAE","1.4,14.5,1.5,1.6,6,7.1,8.2",NA,NA,"1,14,6,7,8"
"Tadarida fulminans","CHIROPTERA","MOLOSSIDAE","2.1,2.2,6","2.1,2.2,6",NA,"1,2,6"
"Tadarida insignis","CHIROPTERA","MOLOSSIDAE","13.1,14.5,15.1,1.9,4.7,7.1",NA,NA,"13,14,15,1,4,7"
"Tadarida latouchei","CHIROPTERA","MOLOSSIDAE","1.4,1.5,7.1",NA,NA,"1,7"
"Tadarida lobata","CHIROPTERA","MOLOSSIDAE","2.1,6",NA,"14.4","14,2,6"
"Tadarida teniotis","CHIROPTERA","MOLOSSIDAE","14.5,3.4,3.8,4.4,6,7.1,7.2,8.2",NA,NA,"14,3,4,6,7,8"
"Tadarida ventralis","CHIROPTERA","MOLOSSIDAE",NA,NA,"2.1,6","2,6"
"Tomopeas ravus","CHIROPTERA","MOLOSSIDAE","7.1",NA,NA,"7"
"Chilonatalus macer","CHIROPTERA","NATALIDAE","1.5",NA,NA,"1"
"Chilonatalus micropus","CHIROPTERA","NATALIDAE","7.1",NA,NA,"7"
"Chilonatalus tumidifrons","CHIROPTERA","NATALIDAE","1.5,7.1",NA,NA,"1,7"
"Natalus jamaicensis","CHIROPTERA","NATALIDAE","7.1",NA,NA,"7"
"Natalus lanatus","CHIROPTERA","NATALIDAE",NA,NA,NA,NA
"Natalus macrourus","CHIROPTERA","NATALIDAE",NA,NA,NA,NA
"Natalus major","CHIROPTERA","NATALIDAE","1.6,7.1",NA,NA,"1,7"
"Natalus mexicanus","CHIROPTERA","NATALIDAE","1.5,1.6,7.1",NA,NA,"1,7"
"Natalus primus","CHIROPTERA","NATALIDAE","7.1",NA,NA,"7"
"Natalus stramineus","CHIROPTERA","NATALIDAE","1.5,1.6,7.1",NA,NA,"1,7"
"Natalus tumidirostris","CHIROPTERA","NATALIDAE","1.5,1.6,7.1","1.5,1.6,7.1",NA,"14,1,7"
"Nyctiellus lepidus","CHIROPTERA","NATALIDAE","1.5,7.1",NA,NA,"1,7"
"Kerivoula africana","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Kerivoula agnella","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Kerivoula argentata","CHIROPTERA","VESPERTILIONIDAE","2.2",NA,"14.4","14,2"
"Kerivoula crypta","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Kerivoula cuprosa","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6","1.5,1.6",NA,"1"
"Kerivoula depressa","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Kerivoula dongduongana","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Kerivoula eriophora","CHIROPTERA","VESPERTILIONIDAE","18",NA,NA,"18"
"Kerivoula flora","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Kerivoula furva","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Kerivoula hardwickii","CHIROPTERA","VESPERTILIONIDAE","1.5,1.9,7.1,7.2","1.5,1.9,7.1,7.2",NA,"14,1,7"
"Kerivoula intermedia","CHIROPTERA","VESPERTILIONIDAE","1.6,1.8",NA,NA,"1"
"Kerivoula kachinensis","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6",NA,NA,"1"
"Kerivoula krauensis","CHIROPTERA","VESPERTILIONIDAE","1.6,1.8,1.9",NA,NA,"1"
"Kerivoula lanosa","CHIROPTERA","VESPERTILIONIDAE","1.6,2.1,2.2",NA,NA,"1,2"
"Kerivoula lenis","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Kerivoula malpasi","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Kerivoula minuta","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6",NA,NA,"1"
"Kerivoula muscina","CHIROPTERA","VESPERTILIONIDAE","1.6,1.9","1.6,1.9",NA,"14,1"
"Kerivoula myrella","CHIROPTERA","VESPERTILIONIDAE","1.6","1.6",NA,"14,1"
"Kerivoula papillosa","CHIROPTERA","VESPERTILIONIDAE","1.5",NA,NA,"1"
"Kerivoula pellucida","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Kerivoula phalaena","CHIROPTERA","VESPERTILIONIDAE","1.6","1.6",NA,"1"
"Kerivoula picta","CHIROPTERA","VESPERTILIONIDAE","14.3,14.6,1.5,1.6,1.9,4.6",NA,NA,"14,1,4"
"Kerivoula pusilla","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Kerivoula smithii","CHIROPTERA","VESPERTILIONIDAE","1.6","1.6",NA,"1"
"Kerivoula titania","CHIROPTERA","VESPERTILIONIDAE","1.6,1.9",NA,NA,"1"
"Kerivoula whiteheadi","CHIROPTERA","VESPERTILIONIDAE","1.6,4.5","1.6,4.5",NA,"14,1,4"
"Phoniscus aerosus","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Phoniscus atrox","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Phoniscus jagorii","CHIROPTERA","VESPERTILIONIDAE","1.6","1.6",NA,"1,5"
"Phoniscus papuensis","CHIROPTERA","VESPERTILIONIDAE","1.4,1.5,1.6,1.8,1.9",NA,NA,"1"
"Harpiocephalus harpia","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Harpiola grisea","CHIROPTERA","VESPERTILIONIDAE","1.9",NA,NA,"1"
"Harpiola isodon","CHIROPTERA","VESPERTILIONIDAE","14.3,1.6,1.9,5.1,7.2",NA,NA,"14,1,5,7"
"Murina aenea","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Murina annamitica","CHIROPTERA","VESPERTILIONIDAE","1.6,1.9,2.1",NA,NA,"1,2"
"Murina aurata","CHIROPTERA","VESPERTILIONIDAE","1.9",NA,NA,"1"
"Murina balaensis","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Murina beelzebub","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Murina bicolor","CHIROPTERA","VESPERTILIONIDAE","14.3,1.6,1.9",NA,NA,"14,1"
"Murina chrysochaetes","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina cyclotis","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6,1.9,7.1","1.5,1.6,1.9,7.1","7.2","14,1,7"
"Murina eleryi","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Murina fanjingshanensis","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina feae","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6,1.9","1.5,1.6,1.9","7.1,7.2","14,1,7"
"Murina fionae","CHIROPTERA","VESPERTILIONIDAE","1.6,1.9",NA,NA,"1"
"Murina florium","CHIROPTERA","VESPERTILIONIDAE","1.4,14.6,1.5,1.6,1.9,7.1,7.2",NA,NA,"1,14,7"
"Murina fusca","CHIROPTERA","VESPERTILIONIDAE","18",NA,NA,"18"
"Murina gracilis","CHIROPTERA","VESPERTILIONIDAE","14.3,1.9",NA,NA,"14,1"
"Murina guilleni","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina harpioloides","CHIROPTERA","VESPERTILIONIDAE","1.9",NA,NA,"1"
"Murina harrisoni","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Murina hilgendorfi","CHIROPTERA","VESPERTILIONIDAE","1.1,1.4,7.1",NA,NA,"1,7"
"Murina hkakaboraziensis","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina huttonii","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina jaintiana","CHIROPTERA","VESPERTILIONIDAE",NA,NA,"1.5","1"
"Murina jinchui","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina kontumensis","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina leucogaster","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina liboensis","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina lorelieae","CHIROPTERA","VESPERTILIONIDAE",NA,NA,"1.6,1.9","1"
"Murina peninsularis","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina pluvialis","CHIROPTERA","VESPERTILIONIDAE",NA,NA,"1.4","1"
"Murina puta","CHIROPTERA","VESPERTILIONIDAE","1.1,1.4,14.3,1.9",NA,NA,"1,14"
"Murina recondita","CHIROPTERA","VESPERTILIONIDAE","14.3,1.6,1.9",NA,NA,"14,1"
"Murina rongjiangensis","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Murina rozendaali","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Murina ryukyuana","CHIROPTERA","VESPERTILIONIDAE","1.4",NA,NA,"1"
"Murina shuipuensis","CHIROPTERA","VESPERTILIONIDAE","18",NA,NA,"18"
"Murina suilla","CHIROPTERA","VESPERTILIONIDAE","1.6","1.6",NA,"14,1"
"Murina tenebrosa","CHIROPTERA","VESPERTILIONIDAE","18,7.1",NA,NA,"18,7"
"Murina tubinaris","CHIROPTERA","VESPERTILIONIDAE","1.9",NA,NA,"1"
"Murina ussuriensis","CHIROPTERA","VESPERTILIONIDAE","1.4","1.4",NA,"1,7"
"Murina walstoni","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6",NA,NA,"1"
"Eudiscopus denticulus","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6",NA,NA,"1"
"Myotis adversus","CHIROPTERA","VESPERTILIONIDAE","1.6,5.1,5.5,5.7,7.1,7.2",NA,NA,"1,5,7"
"Myotis albescens","CHIROPTERA","VESPERTILIONIDAE","14.5,1.6,1.9",NA,NA,"14,1"
"Myotis alcathoe","CHIROPTERA","VESPERTILIONIDAE","1.4",NA,NA,"1"
"Myotis altarium","CHIROPTERA","VESPERTILIONIDAE","7.1",NA,NA,"7"
"Myotis ancricola","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis anjouanensis","CHIROPTERA","VESPERTILIONIDAE","18",NA,NA,"18"
"Myotis annamiticus","CHIROPTERA","VESPERTILIONIDAE","1.6,5.1,5.5,5.7",NA,NA,"1,5"
"Myotis annatessae","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6",NA,NA,"1"
"Myotis annectans","CHIROPTERA","VESPERTILIONIDAE","1.9","1.9","1.6","1"
"Myotis armiensis","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis atacamensis","CHIROPTERA","VESPERTILIONIDAE","14.5,3.4,3.8,6,8.2",NA,NA,"14,3,6,8"
"Myotis ater","CHIROPTERA","VESPERTILIONIDAE","14.2,14.4,14.5,14.6,1.6",NA,NA,"14,1"
"Myotis attenboroughi","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis auriculus","CHIROPTERA","VESPERTILIONIDAE","1.4,1.5,7.1,8.2","1.4,1.5,7.1,8.2",NA,"1,14,7,8"
"Myotis austroriparius","CHIROPTERA","VESPERTILIONIDAE","14.5,1.5,1.6,7.1",NA,NA,"14,1,7"
"Myotis badius","CHIROPTERA","VESPERTILIONIDAE","7.1",NA,NA,"7"
"Myotis bakeri","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis bartelsii","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis bechsteinii","CHIROPTERA","VESPERTILIONIDAE","1.4,3.8,7.1,7.2","1.4,3.8,7.1,7.2",NA,"1,14,3,7"
"Myotis blythii","CHIROPTERA","VESPERTILIONIDAE","14.1,14.2,14.3,14.4,14.5,3.4,3.8,4.4,4.5,7.1,7.2",NA,NA,"14,3,4,7"
"Myotis bocagii","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6,2.1,2.2",NA,NA,"1,2"
"Myotis bombinus","CHIROPTERA","VESPERTILIONIDAE","1.4,7.1,7.2",NA,NA,"1,7"
"Myotis borneoensis","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Myotis brandtii","CHIROPTERA","VESPERTILIONIDAE","1.1,1.4,14.4,15.1,15.2,15.3,15.9,3.2,3.3,3.4,4.4,5.1,5.11,5.13,5.2,5.3,5.4,5.5,5.7,5.8,5.9,7.1,7.2","1.1,1.4,14.4,15.1,15.2,15.3,15.9,3.2,3.3,3.4,4.4,5.1,5.11,5.13,5.2,5.3,5.4,5.5,5.7,5.8,5.9,7.1,7.2",NA,"1,14,15,3,4,5,7"
"Myotis browni","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis bucharensis","CHIROPTERA","VESPERTILIONIDAE","7.1",NA,NA,"7"
"Myotis californicus","CHIROPTERA","VESPERTILIONIDAE","1.4,1.5,1.9,7.1,8.2","1.4,1.5,1.9,7.1,8.2",NA,"1,14,7,8"
"Myotis capaccinii","CHIROPTERA","VESPERTILIONIDAE","3.8,5.1,5.13,5.2,5.3,5.4,5.5,5.6,5.7,5.8,7.1,7.2",NA,NA,"3,5,7"
"Myotis carteri","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis caucensis","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis chiloensis","CHIROPTERA","VESPERTILIONIDAE","1.3,1.4,6",NA,NA,"1,6"
"Myotis chinensis","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6,5.18,7.1",NA,NA,"1,5,7"
"Myotis ciliolabrum","CHIROPTERA","VESPERTILIONIDAE","1.4,14.5,1.5,6,7.1,8.1",NA,NA,"1,14,6,7,8"
"Myotis clydejonesi","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis cobanensis","CHIROPTERA","VESPERTILIONIDAE",NA,"",NA,"14"
"Myotis crypticus","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis csorbai","CHIROPTERA","VESPERTILIONIDAE","1.9",NA,NA,"1"
"Myotis dasycneme","CHIROPTERA","VESPERTILIONIDAE","1.1,1.4,14.5,15.3,5.1,5.13,5.2,5.3,5.4,5.5,5.6,5.7,5.8,7.1,7.2",NA,NA,"1,14,15,5,7"
"Myotis daubentonii","CHIROPTERA","VESPERTILIONIDAE","1.1,1.4,5.1,5.13,5.2,5.3,5.4,5.5,5.6,5.7,5.8,7.1,7.2,9.10","1.1,1.4,5.1,5.13,5.2,5.3,5.4,5.5,5.6,5.7,5.8,7.1,7.2,9.10",NA,"1,14,15,3,5,6,7,9"
"Myotis davidii","CHIROPTERA","VESPERTILIONIDAE","1.4,7.1",NA,NA,"1,7"
"Myotis dieteri","CHIROPTERA","VESPERTILIONIDAE","7.1",NA,"1.6","1,7"
"Myotis diminutus","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Myotis dinellii","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6",NA,NA,"1"
"Myotis dominicensis","CHIROPTERA","VESPERTILIONIDAE","14.3,5.2,7.1",NA,NA,"14,5,7"
"Myotis elegans","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6",NA,NA,"1"
"Myotis emarginatus","CHIROPTERA","VESPERTILIONIDAE","14.4,14.5,3.4,3.8,4.5,7.1,7.2",NA,NA,"14,3,4,7"
"Myotis escalerai","CHIROPTERA","VESPERTILIONIDAE","1.4,3.8",NA,NA,"1,3"
"Myotis evotis","CHIROPTERA","VESPERTILIONIDAE","1.4,1.6,1.9,6,7.1",NA,NA,"1,6,7"
"Myotis federatus","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Myotis fimbriatus","CHIROPTERA","VESPERTILIONIDAE","7.1",NA,NA,"7"
"Myotis findleyi","CHIROPTERA","VESPERTILIONIDAE",NA,NA,"18","18"
"Myotis formosus","CHIROPTERA","VESPERTILIONIDAE","14.3,14.4,14.6,1.6,3.4,4.6,7.1","14.3,14.4,14.6,1.6,3.4,4.6,7.1",NA,"1,14,3,4,7"
"Myotis fortidens","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6,7.1",NA,NA,"1,7"
"Myotis frater","CHIROPTERA","VESPERTILIONIDAE","1.4,14.5,7.1",NA,NA,"1,14,7"
"Myotis gomantongensis","CHIROPTERA","VESPERTILIONIDAE","7.1",NA,NA,"7"
"Myotis goudotii","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis grisescens","CHIROPTERA","VESPERTILIONIDAE","1.4,7.1",NA,NA,"1,7"
"Myotis handleyi","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis hasseltii","CHIROPTERA","VESPERTILIONIDAE","1.5,1.7,7.1","1.5,1.7,7.1","7.2","14,1,7"
"Myotis hermani","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Myotis horsfieldii","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6,7.1,7.2","1.5,1.6,7.1,7.2",NA,"14,1,7"
"Myotis hoveli","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis hyrcanicus","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis ikonnikovi","CHIROPTERA","VESPERTILIONIDAE","1.4,14.5,5.1,7.1,7.2",NA,NA,"1,14,5,7"
"Myotis indochinensis","CHIROPTERA","VESPERTILIONIDAE","1.6,1.9",NA,NA,"1"
"Myotis insularum","CHIROPTERA","VESPERTILIONIDAE","18",NA,NA,"18"
"Myotis izecksohni","CHIROPTERA","VESPERTILIONIDAE","1.6,1.9",NA,NA,"1"
"Myotis keaysi","CHIROPTERA","VESPERTILIONIDAE","1.9",NA,NA,"1"
"Myotis keenii","CHIROPTERA","VESPERTILIONIDAE","1.4,6",NA,NA,"1,6"
"Myotis laniger","CHIROPTERA","VESPERTILIONIDAE","1.6,7.1",NA,NA,"1,7"
"Myotis lavali","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6,2.1,4.5",NA,NA,"1,2,4"
"Myotis leibii","CHIROPTERA","VESPERTILIONIDAE","1.4,6,7.1",NA,NA,"1,6,7"
"Myotis levis","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6",NA,NA,"1"
"Myotis longicaudatus","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis longipes","CHIROPTERA","VESPERTILIONIDAE","1.5,1.6,7.1,7.2",NA,NA,"1,7"
"Myotis lucifugus","CHIROPTERA","VESPERTILIONIDAE","1.4,14.5,7.1",NA,NA,"1,14,7"
"Myotis macrodactylus","CHIROPTERA","VESPERTILIONIDAE","1.4,14.5,1.5,5.1,5.5,7.1",NA,NA,"1,14,5,7"
"Myotis macropus","CHIROPTERA","VESPERTILIONIDAE","15.1,15.2,5.1,5.14,5.15,5.5,5.6,5.7,7.1,7.2",NA,NA,"15,5,7"
"Myotis macrotarsus","CHIROPTERA","VESPERTILIONIDAE","7.1","7.1",NA,"14,7"
"Myotis martiniquensis","CHIROPTERA","VESPERTILIONIDAE","7.1",NA,NA,"7"
"Myotis melanorhinus","CHIROPTERA","VESPERTILIONIDAE","1.4,1.5,7.1",NA,NA,"1,7"
"Myotis midastactus","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis moluccarum","CHIROPTERA","VESPERTILIONIDAE","1.6,5.1,5.5,5.7,7.1,7.2",NA,NA,"1,5,7"
"Myotis montivagus","CHIROPTERA","VESPERTILIONIDAE","1.6,1.9,7.1,7.2",NA,NA,"1,7"
"Myotis morrisi","CHIROPTERA","VESPERTILIONIDAE","2.1,2.2,7.1,7.2",NA,NA,"2,7"
"Myotis muricola","CHIROPTERA","VESPERTILIONIDAE","1.6,1.9,7.1,7.2","1.6,1.9,7.1,7.2",NA,"14,1,7"
"Myotis myotis","CHIROPTERA","VESPERTILIONIDAE","1.4,14.4,14.5,1.5,3.8,7.1,7.2",NA,NA,"1,14,3,7"
"Myotis mystacinus","CHIROPTERA","VESPERTILIONIDAE","1.1,1.4,14.4,14.5,1.5,3.8,4.5,7.1,7.2,8.2,8.3",NA,NA,"1,14,3,4,7,8"
"Myotis nattereri","CHIROPTERA","VESPERTILIONIDAE","1.1,1.4,14.2,14.4,3.3,3.4,3.8,4.4,5.1,5.2,7.1,7.2","1.1,1.4,14.2,14.4,3.3,3.4,3.8,4.4,5.1,5.2,7.1,7.2",NA,"1,14,3,4,5,7"
"Myotis nesopolus","CHIROPTERA","VESPERTILIONIDAE","1.6,3.5",NA,NA,"1,3"
"Myotis nigricans","CHIROPTERA","VESPERTILIONIDAE","14.4,14.5,1.5,1.6,1.9,2.2,3.6,7.1",NA,NA,"14,1,2,3,7"
"Myotis nyctor","CHIROPTERA","VESPERTILIONIDAE","1.5,7.1",NA,NA,"1,7"
"Myotis occultus","CHIROPTERA","VESPERTILIONIDAE","1.4,6,7.1,8.2",NA,NA,"1,6,7,8"
"Myotis oxyotus","CHIROPTERA","VESPERTILIONIDAE","1.9",NA,NA,"1"
"Myotis peninsularis","CHIROPTERA","VESPERTILIONIDAE","1.4,1.5,1.6,7.1",NA,NA,"1,7"
"Myotis pequinius","CHIROPTERA","VESPERTILIONIDAE","1.4,7.1",NA,NA,"1,7"
"Myotis petax","CHIROPTERA","VESPERTILIONIDAE","1.1,1.4,14.5,5.1,7.1",NA,NA,"1,14,5,7"
"Myotis peytoni","CHIROPTERA","VESPERTILIONIDAE","1.6",NA,NA,"1"
"Myotis phanluongi","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis pilosatibialis","CHIROPTERA","VESPERTILIONIDAE",NA,NA,NA,NA
"Myotis pilosus","CHIROPTERA","VESPERTILIONIDAE","1.4,1.6,5.1",NA,NA,"1,5"
